Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.683,49.519,50.344,51.157,..
Nigeria,NGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,78.5,77.3,75.7,74.2,..
Nigeria,NGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.873,38.384,37.905,..,..
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.39,12.114,11.86,..,..
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.526,5.457,5.387,..,..
North Macedonia,MKD,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,14922.4534236431,15078.0944117164,..,..,..
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.498,75.589,75.688,..,..
North Macedonia,MKD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.563,57.748,57.963,58.208,..
North Macedonia,MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.5,8.7,6.8,5.3,..
North Macedonia,MKD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.075,10.953,10.811,..,..
North Macedonia,MKD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.88,9.965,10.051,..,..
North Macedonia,MKD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.506,1.501,1.496,..,..
Northern Mariana Islands,MNP,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.443,91.53,91.618,91.708,..
Northern Mariana Islands,MNP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Northern Mariana Islands,MNP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..
Northern Mariana Islands,MNP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..
Northern Mariana Islands,MNP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Norway,NOR,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,66129.5855162678,67105.5076594408,67562.8164857709,..,..
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4073170731707,82.609756097561,82.7585365853659,..,..
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.485,81.871,82.248,82.616,..
Norway,NOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.1,2.1,2,2,..
Norway,NOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3,10.7,10.4,..,..
Norway,NOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8,7.7,7.7,..,..
Norway,NOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.71,1.62,1.56,..,..
Oman,OMN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,29286.0065052812,27777.3762309108,26701.790210027,25104.4039350487,..
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.142,77.393,77.633,..,..
Oman,OMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.5,83.56,84.539,85.443,..
Oman,OMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.7,9.7,9.8,9.8,..
Oman,OMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.292,19.786,19.189,..,..
Oman,OMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.498,2.462,2.436,..,..
Oman,OMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.937,2.92,2.888,..,..
Pakistan,PAK,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,4337.36467256626,4496.15665531972,4658.17139112574,4596.19395073959,..
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.77,66.947,67.114,..,..
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.234,36.442,36.666,36.907,..
Pakistan,PAK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,60.5,58.8,57.2,55.7,..
Pakistan,PAK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.888,28.599,28.25,..,..
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.048,6.994,6.942,..,..
Pakistan,PAK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.612,3.562,3.51,..,..
Palau,PLW,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,19899.156143964,18982.2491928232,19816.5716452604,..,..
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.775,79.365,79.93,80.47,..
Palau,PLW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.4,16.8,16.3,15.8,..
Palau,PLW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12,12.4,14,..,..
Palau,PLW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9,10.3,7.8,..,..
Palau,PLW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Panama,PAN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,27209.1708675664,28614.4061544348,28696.9072555182,29429.5872279417,..
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.964,78.149,78.329,..,..
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.027,67.365,67.709,68.059,..
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1,13.7,13.2,12.8,..
Panama,PAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.562,19.263,18.976,..,..
Panama,PAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.024,5.048,5.076,..,..
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.514,2.487,2.461,..,..
Papua New Guinea,PNG,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,4204.40835822591,..,..,..
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.744,64.01,64.263,..,..
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.05,13.102,13.169,13.25,..
Papua New Guinea,PNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.8,37.8,36.9,35.9,..
Papua New Guinea,PNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.669,27.364,27.073,..,..
Papua New Guinea,PNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.632,7.521,7.427,..,..
Papua New Guinea,PNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.657,3.61,3.564,..,..
Paraguay,PRY,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,11668.507085678,12204.5260615818,12423.4996439988,12254.5885602107,..
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.836,73.992,74.131,..,..
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.026,61.3,61.585,61.879,..
Paraguay,PRY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.3,17.8,17.2,16.6,..
Paraguay,PRY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.993,20.787,20.571,..,..
Paraguay,PRY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.44,5.465,5.498,..,..
Paraguay,PRY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.479,2.453,2.429,..,..
Peru,PER,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,11899.5414345222,11931.1296924884,12155.1828190228,12252.3001760349,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.044,76.286,76.516,..,..
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.539,77.72,77.907,78.099,..
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.6,11.1,10.7,10.3,..
Peru,PER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.323,18.134,17.949,..,..
Peru,PER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.386,5.438,5.503,..,..
Peru,PER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.297,2.275,2.254,..,..
Philippines,PHL,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,8564.16183881523,9016.73278742418,9414.40118942023,9777.79811704688,..
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.802,70.952,71.095,..,..
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.475,46.682,46.907,47.149,..
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.1,22.7,22.2,21.6,..
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.623,21.036,20.546,..,..
Philippines,PHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.815,5.839,5.873,..,..
Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.718,2.64,2.576,..,..
Poland,POL,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,27554.6016179004,28916.8997095692,30462.9538168435,31913.4169016286,..
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8512195121951,77.7536585365854,77.6024390243903,..,..
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.178,60.105,60.058,60.037,..
Poland,POL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4,3.9,3.8,3.8,..
Poland,POL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.1,10.6,10.2,..,..
Poland,POL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2,10.6,10.9,..,..
Poland,POL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.39,1.48,1.46,..,..
Portugal,PRT,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,31170.5929887935,32372.0584836685,33317.2619039779,34154.4220854726,..
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1243902439025,81.4243902439025,81.3243902439024,..,..
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.086,64.652,65.211,65.764,..
Portugal,PRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3,3,3,3.1,..
Portugal,PRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.4,8.4,8.5,..,..
Portugal,PRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.7,10.7,11,..,..
Portugal,PRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.36,1.38,1.42,..,..
Puerto Rico,PRI,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,23366.5337737358,22937.6771235541,23447.5017684045,23234.5412260139,..
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.4949756097561,79.6345365853659,79.7781951219512,..,..
Puerto Rico,PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.602,93.587,93.578,93.576,..
Puerto Rico,PRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Puerto Rico,PRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,7.3,6.7,..,..
Puerto Rico,PRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.86,9.222,9.2,..,..
Puerto Rico,PRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.2425,1.101,1.035,..,..
Qatar,QAT,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,91499.9638967747,..,..,..
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.868,79.981,80.1,..,..
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.015,99.078,99.135,99.188,..
Qatar,QAT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.4,6.1,5.8,5.6,..
Qatar,QAT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.862,9.698,9.541,..,..
Qatar,QAT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1.146,1.169,1.202,..,..
Qatar,QAT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.907,1.886,1.866,..,..
Romania,ROU,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,24893.8758251578,26843.6735242584,28070.5156781483,29549.1941453863,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.209756097561,75.309756097561,75.3585365853659,..,..
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.9,53.936,53.998,54.084,..
Romania,ROU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.1,6.7,6.2,5.7,..
Romania,ROU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.4,10.3,9.6,..,..
Romania,ROU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.1,13.3,13.5,..,..
Romania,ROU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.69,1.71,1.76,..,..
Russian Federation,RUS,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,24874.3403121101,25311.2256039731,25961.8507702749,26157.0471095464,..
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.6512195121951,72.4319512195122,72.6573170731707,..,..
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.164,74.292,74.433,74.587,..
Russian Federation,RUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.5,5.9,5.4,4.9,..
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9,11.5,11.5,..,..
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.9,12.4,12.4,..,..
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.762,1.62,1.57,..,..
Rwanda,RWA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,1903.55573934044,1932.43077513118,2019.33595643842,2154.29597249767,..
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.93,68.341,68.7,..,..
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.056,17.125,17.211,17.313,..
Rwanda,RWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.6,28.4,27.3,26.3,..
Rwanda,RWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.353,32.062,31.696,..,..
Rwanda,RWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.435,5.308,5.208,..,..
Rwanda,RWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.123,4.088,4.044,..,..
Samoa,WSM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,6278.69519840542,..,..,..
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.895,73.046,73.187,..,..
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.681,18.452,18.243,18.056,..
Samoa,WSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1,13.7,13.3,12.9,..
Samoa,WSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.036,24.689,24.378,..,..
Samoa,WSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.372,5.296,5.239,..,..
Samoa,WSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.976,3.926,3.877,..,..
San Marino,SMR,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,96.91,97.072,97.226,97.368,..
San Marino,SMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.7,1.6,1.6,1.5,..
San Marino,SMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.9,6.7,6.8,..,..
San Marino,SMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.6,8.2,7.1,..,..
San Marino,SMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Sao Tome and Principe,STP,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,3941.22777998943,..,..,..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.67,69.933,70.17,..,..
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.092,71.968,72.803,73.598,..
Sao Tome and Principe,STP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.8,25,24.2,23.5,..
Sao Tome and Principe,STP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.437,31.967,31.538,..,..
Sao Tome and Principe,STP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.002,4.908,4.828,..,..
Sao Tome and Principe,STP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.426,4.374,4.321,..,..
Saudi Arabia,SAU,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,49683.0200915475,48044.1281676685,48127.7655088369,47485.1048136209,..
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.761,74.874,74.998,..,..
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.401,83.622,83.844,84.065,..
Saudi Arabia,SAU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.7,6.3,6,5.7,..
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.858,18.319,17.798,..,..
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.426,3.446,3.472,..,..
Saudi Arabia,SAU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.435,2.373,2.319,..,..
Senegal,SEN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,2987.64862671122,3114.29864739264,3230.31265371089,3327.01061757584,..
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.078,67.38,67.665,..,..
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.296,46.74,47.192,47.653,..
Senegal,SEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35.4,34.4,33.6,32.7,..
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.727,35.12,34.523,..,..
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.985,5.845,5.716,..,..
Senegal,SEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.77,4.697,4.625,..,..
Serbia,SRB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,15342.9890359358,15572.5501924414,16618.7174177922,17355.8375933686,..
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6878048780488,75.5390243902439,75.890243902439,..,..
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.81,55.942,56.092,56.26,..
Serbia,SRB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.2,5,4.8,4.6,..
Serbia,SRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.2,9.2,9.2,..,..
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.3,14.8,14.6,..,..
Serbia,SRB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.46,1.49,1.49,..,..
Seychelles,SYC,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,24532.762064637,25224.4706899637,..,..,..
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.309756097561,74.3,72.8414634146341,..,..
Seychelles,SYC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.831,56.261,56.691,57.119,..
Seychelles,SYC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.7,12.7,12.5,12.3,..
Seychelles,SYC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.4,17.2,17.1,..,..
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.9,7.8,8.5,..,..
Seychelles,SYC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.39,2.41,2.41,..,..
Sierra Leone,SLE,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,1438.84307689296,1594.30803794051,..,..,..
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.444,53.895,54.309,..,..
Sierra Leone,SLE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.228,41.636,42.055,42.484,..
Sierra Leone,SLE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,88.6,85.9,83.4,80.9,..
Sierra Leone,SLE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.483,33.939,33.406,..,..
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.294,12.003,11.745,..,..
Sierra Leone,SLE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.457,4.359,4.263,..,..
Singapore,SGP,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,85472.5885239849,87735.7562944825,88099.1526307759,88155.2143118148,..
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8463414634146,83.0951219512195,83.1463414634146,..,..
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,..
Singapore,SGP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.2,2.1,2.1,2.1,..
Singapore,SGP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,8.9,8.8,..,..
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.8,5,5,..,..
Singapore,SGP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.2,1.16,1.14,..,..
Sint Maarten (Dutch part),SXM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,40786.7109002131,37080.5224052247,34614.3177843043,..,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.2926829268293,..,..,..,..
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,..
Sint Maarten (Dutch part),SXM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,9,..,..,..
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.1,4.2,..,..,..
Sint Maarten (Dutch part),SXM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Slovak Republic,SVK,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,28849.8395145708,29622.3247387829,..,..,..
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.1658536585366,77.1658536585366,77.2658536585366,..,..
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.806,53.751,53.726,53.729,..
Slovak Republic,SVK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5,4.9,4.8,4.7,..
Slovak Republic,SVK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6,10.7,10.6,..,..
Slovak Republic,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.6,9.9,10,..,..
Slovak Republic,SVK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.48,1.52,1.54,..,..
Slovenia,SVN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,34080.0363830262,35965.6825256586,37479.1739611701,38411.0838087146,..
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1756097560976,81.0292682926829,81.3780487804878,..,..
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.02,54.273,54.541,54.822,..
Slovenia,SVN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.9,1.8,1.7,1.7,..
Slovenia,SVN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,9.8,9.4,..,..
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5,9.9,9.9,..,..
Slovenia,SVN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.58,1.62,1.6,..,..
Solomon Islands,SLB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,2612.6226970015,..,..,..
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.424,72.645,72.835,..,..
Solomon Islands,SLB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.823,23.286,23.749,24.21,..
Solomon Islands,SLB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.4,17.9,17.3,16.8,..
Solomon Islands,SLB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.255,32.877,32.439,..,..
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.326,4.284,4.252,..,..
Solomon Islands,SLB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.452,4.434,4.403,..,..
Somalia,SOM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.324,56.709,57.068,..,..
Somalia,SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.816,44.391,44.971,45.554,..
Somalia,SOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,80.4,78.2,75.9,74,..
